title,genre,language,release_date,imdb_score,cast,directors,movie_duration,plot_keywords,genres,movie_tone
The Salt Stories,Documentary,hi,2008-12-28,0.0,[],['Lalit Vachani'],unknown,"['right', 'able', 'nationalist', 'miles', 'livelihood', 'india', 'march', 'search', 'stories', 'mahatma gandhi', 'distance', 'movie', 'salt', 'team', 'modern', 'globalizing', 'backdrop', 'craft', 'basic', 'issues', 'stopping', 'film', 'issue', 'led', 'set', '1930', 'documentary', 'wide', 'journey', 'elderly', 'marched', 'anti', 'followed', 'mahatma', 'original', 'man', 'group', 'consume', 'indians', 'years', 'villages', 'times', 'legacy', 'eye', 'dandi', 'towns', 'road', 'famous', 'colonial', 'gandhi', '77 years later', 'movement', '241 miles', 'wide eye film', 'trail', 'frail']",['Documentary'],"['neutral', 'adventurous']"
Bollywood Evil Dead,"Music, Horror",hi,2008-12-31,2.2,['Salim Raza'],['Salim Raza'],unknown,"['mysterious', 'archaeologist', 'vacation', 'free', 'group', 'demonic', 'powers', 'abandoned', 'trapped', 'set', 'house', 'students']","['Music', 'Horror']","['dark', 'neutral', 'intense']"
Encountered on Saffron Agenda?,Documentary,hi,2009-01-01,0.0,[],['Shubhradeep Chakravorty'],unknown,"['rocked', 'encounters', '2002', 'killings', 'place', 'the years', 'police', 'talking', 'shubhradeep', 'encountered', 'series', 'self', 'truth', 'notorious', 'extrajudicial', 'defence', 'gujarat', 'acts', 'saffron', 'between 2002 and 2005', 'years', 'following', 'agenda', 'escaping', 'conducted', 'ahmedabad', 'cogent', 'took', 'shubhradeep chakravorty’s', 'communal', 'staged', 'state', 'detainees', 'indian', 'riots', 'chakravorty', 'unearths']",['Documentary'],['neutral']
Maruti Mera Dosst,"Adventure, Animation, Drama, Family, Fantasy",hi,2009-01-01,9.0,"['Mann Katoja', 'Manikya Raju']",['Manikya Raju'],2h 12m,"['young', 'friendship', 'story', 'hanumanji', 'rambhakt', 'woman', 'maruti - none', 'narrates', 'shri', 'rambhakt bhagwan', 'bhagwan', 'maruti']","['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']","['neutral', 'serious', 'emotional']"
Ek Se Bure Do,"Action, Comedy, Crime, Drama",hi,2009-01-01,4.0,"['Nisar Akhtar', 'Panchhi Jalonvi', 'Bobby Khan']",['Tariq Khan'],unknown,"['petty', 'map', 'gangsters', 'forging', 'face', 'treasure', 'bandits', 'police', 'thieves']","['Action', 'Comedy', 'Crime', 'Drama']","['uplifting', 'tense', 'serious']"
Khargosh,Drama,hi,2009-01-06,0.0,[],['Paresh Kamdar'],unknown,"['avneesh', 'message', 'certain', 'share', 'lovers', 'village', 'working', 'infatuation', 'teenage', 'nicknamed', 'infatuated', 'death', 'local', 'pass', 'boy', 'talk', 'flies', 'tag', 'lives', 'spending', 'beauty', 'pretty', 'grace', 'lets', 'old', 'youngster', 'goes', 'works', 'bantu', 'town', 'explores', 'found', 'appreciate', 'enjoys', 'ten year old', 'kites', 'courage', 'girl', 'nearly every day', 'motorcycle', 'day', 'begins', 'mrityu', 'bazaar', 'trouble', 'small', 'learns', 'discovers', 'asks', 'friend', 'time', 'year']",['Drama'],"['neutral', 'serious', 'emotional']"
Chandni Chowk to China,"Action, Adventure, Comedy",hi,2009-01-15,4.654,"['Rajat Arora', 'Tarang Bhagwat', 'Bohemia']",['Nikkhil Advani'],2h 34m,"['gets', 'ancient', 'oppressed', 'reincarnation', 'cook', 'residents', 'chowk', 'mistaken', 'village', 'chandni', 'warrior', 'peasant', 'chinese']","['Action', 'Adventure', 'Comedy']","['uplifting', 'tense', 'dark']"
Raaz: The Mystery Continues...,"Horror, Mystery",hi,2009-01-23,5.568,"['Kumaar', 'Sayeed Qadri', 'Shagufta Rafique']",['Mohit Suri'],2h 31m,"['hunted', 'masterpiece', 'haunted', 'architect', 'realizes', 'beautiful', 'founds', 'find', 'lady', 'reasons', 'real', 'turns']","['Horror', 'Mystery']","['dark', 'neutral', 'intense']"
Aasma: The Sky Is the Limit,Drama,hi,2009-01-23,10.0,"['Faizan Kareem', 'Shubh Mukherjee']",['Rohit Krishnakant Nayyar'],unknown,"['touch', 'spite', 'story', 'theatre', 'people', 'sky', 'talent', 'lives', 'set', 'sheer', 'brilliance', 'togetherness', 'mission', 'dedication', 'group', 'friends', 'life', 'faith', 'presents', 'aasma', 'love', 'agonies', 'embodies', 'success', 'tribulations']",['Drama'],"['serious', 'neutral', 'uplifting']"
Luck by Chance,"Romance, Drama, Comedy",hi,2009-01-30,6.6,"['Zoya Akhtar', 'Javed Akhtar', 'Athar Nawaaz']",['Zoya Akhtar'],2h 36m,"['path', 'try', 'movies', 'easy', 'locates', 'making', 'fate', 'living', 'sona mishra', 'sisters', 'sona', 'chosen', 'mishra', 'befell', 'finds', 'wanting', 'mumbai']","['Romance', 'Drama', 'Comedy']","['serious', 'neutral', 'heartwarming']"
Victory,"Drama, Sport",hi,2009-01-31,4.6,"['Darab Farooqui', 'Kannan Iyer', 'Anupam Maanav']",['Ajit Pal Mangat'],unknown,"['victory', 'cricketer', 'story', 'odds', 'defies', 'impossible', 'struggling', 'tells', 'realize', 'dream']","['Drama', 'Sport']","['neutral', 'serious', 'emotional']"
Mere Khwabon Mein Jo Aaye,"Drama, Horror, Romance",hi,2009-02-06,5.5,['Madhureeta Anand'],['Madhureeta Anand'],unknown,"['story', 'new delhi', 'singing', 'centers', 'esteem', 'past', 'daughter', 'conjures', 'fantasy', 'mathur', 'keeps', 'pursue', 'tenant', 'simple', 'ultimate', 'conversation', 'affair', 'married', 'one evening', 'evening', 'lives', 'self', 'dreams', 'woman', 'jai', 'regains', 'dream', 'mein', 'family', 'marriage', 'new', 'man', 'the past few years', 'having', 'confidence', 'aaye', 'years', 'mrs.', 'khwabon', 'life', 'neighbor', 'centric', 'priya', 'vikram', 'delhi', 'khwabon mein jo aaye', 'overhears', 'avatars', 'stopped', 'mere', 'abandoning', 'different', 'looking', 'degenerated', 'realizes', 'mundane', 'reoccurring', 'ideal', 'breaks', 'inspires', 'husband', 'maya']","['Drama', 'Horror', 'Romance']","['scary', 'serious', 'dark']"
Chal Chala Chal,"Drama, Comedy, Romance",hi,2009-02-06,5.5,"['Anand Raj Anand', 'Sunil Jha', 'Manisha Korde']",['T.K. Rajeev Kumar'],unknown,"['decides', 'ratna', 'the sonawadi - ratna chowk', 'lieu', 'live', 'nath', 'chowk', 'start', 'came', 'represented', 'court', 'surrender', 'finds', 'based', 'deepak', 'local', 'charge', 'pune', 'widower', 'knowing', 'vinayak agrawal', 'law', 'son', 'problems', 'roadworthy', 'verdict', 'sue', 'omkar', 'fired', 'lawyer', 'omkar nath', 'vinayak', 'agrawal', 'directed', 'ply', 'bus', 'years', 'sonawadi', 'route', 'decision', 'funds', 'favor', 'school', 'takes', 'headmaster', 'hired', 'wages', 'makes', 'work', 'some years', 'dilapidated']","['Drama', 'Comedy', 'Romance']","['serious', 'neutral', 'lighthearted']"
Dev.D,"Comedy, Drama, Romance",hi,2009-02-06,6.899,"['Sarat Chandra Chattopadhyay', 'Abhay Deol', 'Vikramaditya Motwane']",['Anurag Kashyap'],2h 24m,"['leni', 'breaking', 'alcohol', 'dev', 'love', 'solace', 'falls', 'paro', 'prostitute', 'childhood', 'drugs', 'bumps', 'finds', 'paro, dev']","['Comedy', 'Drama', 'Romance']","['serious', 'neutral', 'lighthearted']"
The Stoneman Murders,Crime,hi,2009-02-13,6.9,['Manish Gupta'],['Manish Gupta'],1h 35m,"['attempts', '1980s', 'dwellers', 'street', 'suspended', 'starts', 'officer', 'bombay', 'killer', 'case', 'police', 'serial', 'targeting', 'solve', 'homeless']",['Crime'],['neutral']
Billu,"Comedy, Drama",hi,2009-02-13,6.383,"['Manisha Korde', 'Priyadarshan', 'Mushtaq Shiekh']",['Priyadarshan'],2h 17m,"['visits', 'centre', 'famous', 'attention', 'hairdresser', 'small', 'village', 'actor', 'film', 'shoot', 'friends', 'makes', 'poor', 'childhood', 'claim', 'bollywood']","['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']"
Jugaad,Comedy,hi,2009-02-13,5.3,"['Priyank Dubey', 'Bunty Rathore', 'Saahiel']",['Anand Kumar'],unknown,"['story', 'pushes', 'efforts', 'desperate', 'ceo', 'doors', 'locks', 'people', 'property', 'makeshift', 'politicians', 'agency', 'mcd', 'life', 'comes', 'connected', 'catch', 'sealing', 'officers', 'walk', 'called', 'drive', 'senior', 'characters', 'dealer', 'worst', 'brokers', 'process', 'power', 'jugaad', 'advertising', 'turns']",['Comedy'],"['neutral', 'lighthearted', 'funny']"
Wagah,Documentary,hi,2009-02-15,7.0,['Supriyo Sen'],"['Supriyo Sen', 'Najaf Bilgrami']",unknown,"['thousands', 'india', 'separation', 'proximity', 'greet', 'neighbors', 'ritual', 'partition', 'people', 'stretch', 'sides', 'witness', 'terms', 'possible', 'border', 'extraordinary', 'connecting', 'celebration', 'hand', 'pakistan', 'gather', 'masses', 'night', 'sight', 'event', 'gate', 'home', 'festival', 'close', 'mean', 'closing', 'crossing', '1000km', 'element']",['Documentary'],['neutral']
Delhi-6,Drama,hi,2009-02-20,6.039,"['Rakeysh Omprakash Mehra', 'Prasoon Joshi', 'Kamlesh Pandey']",['Rakeysh Omprakash Mehra'],2h 21m,"['religious', 'arrives', 'ailing', 'roshan', 'rediscover', 'neighborhood', 'starts', 'nri', 'old delhi', 'dispute', 'peaceful', 'caught', 'shakes', 'delhi', 'grandmother', 'old']",['Drama'],"['neutral', 'serious', 'emotional']"
Kisse Pyaar Karoon,Comedy,hi,2009-02-27,0.0,"['Shabbir Ahmed', 'Yunus Sajawal']",['Ajay Chandhok'],unknown,"['fathom', 'frolic', 'usher', 'adventure', 'fun', 'aashish', 'destiny', 'goings', 'drama', 'john', 'inseparable', 'introduces', 'happy', 'sail', 'tonk', 'friends', 'life', 'yash', 'arshad', 'twists', 'sidh', 'amit', 'chowdhry', 'warsi', 'smooth', 'trauma', 'turns']",['Comedy'],"['neutral', 'lighthearted', 'funny']"
The Forest,"Drama, Horror, Thriller",hi,2012-05-11,3.0,['Ashvin Kumar'],['Ashvin Kumar'],unknown,"['leopard', 'hunted', 'tiger', 'couple', 'story', 'jungle', 'wife', 'india', 'left', 'stop', 'satisfy', 'habitats', 'animals', 'more than a 150', 'wilderness', 'attack', 'vacationing', 'hunger', 'encroachment', 'people', 'opening', 'troubles', 'lover', 'killed', 'human', 'begun', 'unhealed', 'man', 'turned', 'choice', 'attacks', 'eater', 'poaching', 'inspired', 'arrival', 'wounds', 'eaters', 'indian', 'rampant', 'disturbed', 'year', 'invade']","['Drama', 'Horror', 'Thriller']","['scary', 'serious', 'tense']"
Dhoondte Reh Jaaoge,Comedy,hi,2009-03-06,4.583,"['Shabbir Ahmed', 'Rajeev Jhaveri', 'Jalees Sherwani']",['Umesh Shukla'],unknown,"['idealist', 'accountant', 'raj', 'extreme', 'chopra', 'anand', 'mumbai', 'pawar', 'khemu', 'film', 'walked', 'rawal', 'chartered', 'producer', 'paresh', 'city', 'anand pawar', 'individuals', 'idle', 'kunal']",['Comedy'],"['neutral', 'lighthearted', 'funny']"
Gulaal,"Crime, Drama",hi,2009-03-13,6.573,"['Raj Singh Chaudhary', 'Anurag Kashyap', 'Aparnaa Malhotra']",['Anurag Kashyap'],2h 20m,"['struggles', 'general', 'rajputs', 'law', 'secretary', 'student', 'deception', 'college', 'elected', 'homicide', 'crime', 'witnesses']","['Crime', 'Drama']","['serious', 'suspenseful', 'neutral']"
Barah Aana,"Comedy, Drama",hi,2009-03-13,5.3,"['Raj Kumar Gupta', 'Raja Menon']",['Raja Menon'],unknown,"['story', 'point', 'events', 'aana', 'living', 'befalls', 'stumbles', 'ensue', 'friends', 'confidence', 'mouse', 'swaggering', 'watchman', 'different', 'low', '30', 'personalities', 'interesting', 'chap', 'stoic', 'work', 'waiter', 'mathur', 'brimming', 'raaz', 'striking', 'vijay', 'entice', 'direction', 'older', 'unlikely', 'shah', 'misfortune', 'dependable', 'mumbai', 'change', 'series', 'self', 'pushover', 'barah', 'naseeruddin shah', 'real', 'new', 'discovering', 'life', 'money', 'arjun mathur', 'mischievous', 'control', 'arjun', 'today', 'naseeruddin', 'games', 'way', 'risk', 'spiral', 'revolves', 'wanted', 'young', 'vijay raaz', 'ambition', 'barah aana', 'set', 'sense', 'crime', 'man', 'comedy', 'banter', 'attitudes', 'cat', 'chance', 'driver', 'tries', 'crimes', 'good', 'leading', 'join']","['Comedy', 'Drama']","['serious', 'suspenseful', 'neutral']"
Jai Veeru,"Action, Adventure, Crime, Thriller",hi,2009-03-13,5.7,"['Vekeana Dhillon', 'Hriday Dubey', 'Omar Inayat']",['Puneet Sira'],unknown,"['cars', 'bangkok', 'con', 'common', 'male', 'based', 'assistance', 'friendship', 'bar', 'residents', 'true', 'steals', 'inseparable', 'determined', 'jai', 'enemy', 'man', 'aware', 'tejpal', 'friends', 'comes', 'brother', 'girl', 'close', 'flirting', 'arrests', 'veeru', 'cons', 'reveals', 'ends', 'faces', 'identity']","['Action', 'Adventure', 'Crime', 'Thriller']","['tense', 'dark', 'neutral']"
Firaaq,Drama,hi,2009-03-20,6.2,"['Nandita Das', 'Shuchi Kothari']",['Nandita Das'],1h 41m,"['24-hour', 'means', 'story', 'choose', 'watch', 'india', 'separation', '2002', 'fiction', 'stories', 'place', 'one month', 'based', 'emotional', 'word', 'month', 'hour', 'victims', 'film', 'set', 'period', 'a thousand', 'journey', 'gujarat', 'people-', 'firaaq', 'perpetrators', 'ordinary', 'quest', 'took', 'campaign', 'work', 'traces', 'urdu']",['Drama'],"['adventurous', 'serious', 'neutral']"
Straight,"Comedy, Romance",hi,2009-03-20,3.8,"['Anahata', 'Uttam Gada', 'Rohena Gera']",['Parvati Balagopalan'],1h 50m,"['begins', 'questioning', 'rejected', 'sexuality', 'bride', 'pinu']","['Comedy', 'Romance']","['neutral', 'lighthearted', 'funny']"
Aloo Chaat,Comedy,hi,2009-03-20,4.2,"['Robbie Grewal', 'Syed Gulrez', 'Vipin Mishra']",['Robbie Grewal'],unknown,"['tangy', 'tale', 'rich', 'minds', 'chutney', 'wisecracks', 'plots', 'chaat', 'dripping', 'unexpected', 'world', 'narrow', 'rattles', 'replace', 'film', 'tickles', 'shakes', 'romance', 'aloo chaat', 'family', 'sub', 'orthodox', 'miss', 'twist', 'life', 'choice', 'gags', 'entire', 'delhi', 'masala', 'takes', 'treat', 'wider', 'love', 'parents', 'bride', 'want', 'lanes', 'aloo']",['Comedy'],"['neutral', 'lighthearted', 'funny']"
Ek: The Power of One,"Action, Drama, Thriller",hi,2009-03-27,6.0,"['Shabbir Ahmed', 'Sameer Arora', 'Vivek Buddhakoti']",['Sangeeth Sivan'],unknown,"['anna mhatre', 'puran', 'settling', 'hit', 'inspector', 'elected', 'anna', 'chief', 'minister', 'police', 'team', 'based', 'nandkumar', 'mumbai', 'expose', 'paid', 'votes', 'puran singh', 'injure', 'mahendra', 'run', 'led', 'cbi', 'determined', 'priced', 'hopes', 'family', 'man', 'killing', '1.5', 'vain', 'sharma', 'cbi team', 'assuming', 'years', 'rane', 'costs', 'joint', 'mahendra kumar rane', 'hoshiyarpur', 'sympathy', 'singh', 'rupees', 'home', 'crore', 'mhatre', 'arrival', 'arrest', 'fooling', 'guise', 'nandkumar sharma', 'appear', 'succeed', 'ends', 'the last 18 years', 'kumar']","['Action', 'Drama', 'Thriller']","['serious', 'tense', 'dark']"
Aa Dekhen Zara,"Thriller, Action",hi,2009-03-27,4.0,"['Shiirshak S. Anand', 'Shantanu Ray Chhibber']",['Jehangir Surti'],1h 57m,"['way', 'ray', 'going', 'camera', 'grandfather', 'photographer', 'life', 'inherits', 'dreams', 'imagined', 'changes', 'wildest']","['Thriller', 'Action']","['tense', 'suspenseful', 'neutral']"
The Fakir of Venice,"Comedy, Drama",hi,2019-02-08,4.7,['Rajesh Devraj'],['Anand Surapur'],unknown,"['adi', 'artist', 'labourer', 'find', 'art', 'adi merchant', 'mumbai', 'unique', 'installation', 'hires', 'lives', 'picturesque', 'city', 'venetian', 'venice', 'merchant', 'hustler', 'daily', 'hired', 'fakir', 'sattar', 'wage', 'cons', 'time', 'fraternity', 'european']","['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']"
8 x 10 Tasveer,"Thriller, Action, Mystery",hi,2009-04-03,5.0,"['Bohemia', 'Nagesh Kukunoor', 'Sameer']",['Nagesh Kukunoor'],2h 2m,"['shattered', 'story', 'murder', 'supernatural', 'powers', 'forest', 'jai puri', 'young', 'puri', 'ranger', 'use', 'unique', 'named', 'akshay', 'origin', 'jai', 'works', 'man', 'mystery', 'tasveer', 'possesses', 'person', 'life', 'tragedy', 'canada', '8x10', 'leads', 'akshay kumar', 'indian', 'unravel', 'important', 'power', 'loss', 'kumar', 'personal']","['Thriller', 'Action', 'Mystery']","['tense', 'suspenseful', 'neutral']"
Meri Padosan,"Comedy, Drama",hi,2009-04-17,0.0,"['Rishi Aazad', 'Rishi Azad', 'Prakash Saini']",['Prakash Saini'],unknown,"['sarvar', 'saadhika randhawa', 'sarvar ahuja', 'randhawa', 'india', 'ahuja', 'saadhika', 'sanjay', 'film', 'sanjay mishra', 'starring', 'mishra', '2009']","['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']"
Sanam Teri Kasam,"Action, Drama, Romance",hi,2009-05-06,7.0,['Talat Rekhi'],"[""Lawrence D'Souza""]",2h 50m,"['triangle', 'married', 'best', 'love', 'sweetheart', 'forms', 'friend', 'male', 'finds']","['Action', 'Drama', 'Romance']","['uplifting', 'serious', 'tense']"
99,"Comedy, Crime",hi,2009-05-15,6.632,"['Raj Nidimoru', 'Krishna D.K.', 'Sita Menon']","['Krishna D.K.', 'Raj Nidimoru']",2h 15m,"['misadventures', 'debt', 'attempt', 'delinquents', 'unlucky', 'series', 'random', 'boss', 'stumble', 'collect']","['Comedy', 'Crime']","['neutral', 'lighthearted', 'funny']"
"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",Drama,hi,2009-05-22,6.0,['Deepti Naval'],['Deepti Naval'],unknown,"['disabled', 'family', 'gay', 'sex', 'form', 'worker', 'hires', 'son', 'offer', 'love', 'ensuing', 'complex', 'portrayal', 'songwriter', 'care', 'bonds']",['Drama'],"['thought-provoking', 'serious', 'neutral']"
Detective Naani,"Crime, Drama, Family",hi,2009-05-29,6.0,['Romilla Mukherjee'],['Romilla Mukherjee'],unknown,"['spy', 'elderly', 'grandmother', 'neighbor']","['Crime', 'Drama', 'Family']","['neutral', 'serious', 'emotional']"
Team: The Force,Action,hi,2009-06-05,4.5,"['Sohail Khan', 'Amrita Arora', 'Yash Tonk']",['Ajay Chandhok'],1h 55m,"['music', 'endanger', 'lives', 'gangster', 'books', 'bad', 'artistes', 'aspiring']",['Action'],"['dark', 'neutral', 'exciting']"
Kal Kissne Dekha,"Drama, Comedy, Romance",hi,2009-06-12,4.8,"['Sudhanshu Dube', 'Shyam Goel', 'Sameer']",['Vivek Sharma'],unknown,"['builds', 'ideas', 'brilliant', 'charm', 'unconventional', 'institute', 'secret', 'nihal', 'gadgets', 'simple', 'boy', 'nihal singh', 'dreams', 'mother', 'things', 'adores', 'chandigarh', 'oddball', 'spare', 'questions', 'sort', 'complicated', 'singh', 'science', 'studying', 'talks', 'small', 'mind', 'big', 'time', 'looks', 'elite']","['Drama', 'Comedy', 'Romance']","['serious', 'neutral', 'lighthearted']"
Paying Guests,Comedy,hi,2009-06-19,4.2,"['Wajid Ali', 'Lawrence John', 'Rashid Khan']",['Paritosh Painter'],1h 49m,"['bangkok', 'gangsters', 'find', 'friends', 'accommodation', 'pits', 'employment', 'landlords', 'attempts']",['Comedy'],"['neutral', 'lighthearted', 'funny']"
Let's Dance,"Drama, Crime",hi,2009-06-19,0.0,"['Muazzam Beg', 'Sibtain Shahidi']",['Aarif Sheikh'],2h 5m,"['struggles', 'teacher', 'young', 'fame', 'group', 'dance', 'bring', 'dancers']","['Drama', 'Crime']","['neutral', 'serious', 'emotional']"
New York,"Crime, Drama, Thriller",hi,2009-06-26,6.294,"['Aditya Chopra', 'Sandeep Shrivastava']",['Kabir Khan'],2h 33m,"['america', 'story', 'york', 'world', 'backdrop', 'centre', 'omar', 'friendship', 'contemporary', 'sam', 'gone', 'set', 'new', 'city', 'friends', 'discovering', 'life', 'new york', 'american', 'described', 'begins', 'love', 'eyes', 'larger', 'time', 'maya']","['Crime', 'Drama', 'Thriller']","['serious', 'tense', 'suspenseful']"
Kambakkht Ishq,"Action, Comedy, Drama, Romance",hi,2009-07-03,4.19,"['Sabbir Khan', 'Ishita Moitra', 'Anvita Dutt']",['Sabbir Khan'],2h 22m,"['supermodel', 'fall', 'kambakkht ishq', 'ishq', 'love', 'stuntman', 'series', 'believe', 'kambakkht', 'hilarious', 'events']","['Action', 'Comedy', 'Drama', 'Romance']","['uplifting', 'tense', 'serious']"
Shortkut - The Con Is On,Comedy,hi,2009-07-10,4.2,"['Rosshan Andrrews', 'Anees Bazmee', 'Sreenivasan']",['Neeraj Vora'],2h 22m,"['superstardom', 'scriptwriter', 'shattered', 'buffoon', 'rides', 'talented', 'dreams', 'steals', 'finds', 'hardworking', 'screenplay', 'bollywood']",['Comedy'],"['neutral', 'lighthearted', 'funny']"
Sankat City,Comedy,hi,2009-07-10,5.2,"['Pankaj Advani', 'Ashwani Kumar']",['Pankaj Advani'],2h,"['improve', 'mercedez', 'cars', 'car', 'located', 'cash', 'containing', 'fish', 'fears', 'find', 'inspect', 'gangster', 'selling', 'finds', 'based', 'mumbai', 'immediate', 'doctor', 'owner', 'hospitalization', 'accident', 'lender', 'vehicle', 'living', 'injured', 'buyer', 'rising', 'one day', 'owning', 'hidden', 'steals', 'gajanan', 'refurbishes', 'jagirdar', 'met', 'recognizes', 'goes', 'guru', 'lost', 'decide', 'city', 'fauzdaar', 'interrogated', 'stashed', 'associate', 'stealing', 'garage', 'money', 'recuperating', 'sharafat', 'loving', 'suleman', 'lifestyles', 'rs.1', 'memory', 'day', 'crore', 'meteor', 'takes', 'ganpat gajanan jagirdar', 'ganpat', 'aquariums', 'crashing', 'makes', 'return', 'requires', 'friend', 'ruthless', 'getting', 'informs', 'agrees', 'bag']",['Comedy'],"['neutral', 'lighthearted', 'funny']"
